word,pos,meaning,level,source
enjoyment,n.,"n. 享樂, 快樂, 享受；[經] 使用權",1,CEEC-108
enlarge,v.,"vt. 擴大, 增大；vi. 擴大, 詳述",4,CEEC-108
enlargement,n.,"n. 擴大, 腫大, 肥大, 增大, 放大的照片, 放大, 擴建部分, 增補物, 擴展；[計] 增補, 擴大, 放大",4,CEEC-108
enlighten,v.,敵發,6,CEEC-108
enlightenment,n.,"n. 啟迪, 教化",6,CEEC-108
enormous,adj.,巨大的,4,CEEC-108
enough,adj./adv./n.,足夠的,1,CEEC-108
enrich,v.,使富裕,6,CEEC-108
enrichment,n.,"n. 豐富, 肥沃；[化] 富集",6,CEEC-108
enroll,v.,使加入；註冊,6,CEEC-108
enrollment,n.,"n. 登記, 註冊, 入伍；[經] 登記, 註冊",6,CEEC-108
ensure,v.,確保,4,CEEC-108
enter,v.,進入；參加,1,CEEC-108
enterprise,n.,"n. 企業, 事業心, 進取心, 幹事業；[計] 企業",5,CEEC-108
entertain,v.,"vt. 娛樂, 招待, 懷抱；vi. 款待",4,CEEC-108
entertainment,n.,"n. 娛樂, 款待, 娛樂表演",4,CEEC-108
enthusiasm,n.,熱心,4,CEEC-108
enthusiastic,adj.,有熱忱的,5,CEEC-108
entire,adj.,全部的,2,CEEC-108
entitle,v.,"vt. 給...權利, 取名為, 給予名稱, 叫做；[法] 給...權利, 使有資格, 稱呼",5,CEEC-108
entity,n.,"n. 實體, 實存物, 存在；[計] 實體",5,CEEC-108
entrance,n.,"n. 入口, 進入點, 入場, 入學, 進入, 開始(階段), 就任；vt. 使出神, 使入迷；[計] 入口",2,CEEC-108
entrepreneur,n.,"n. 企業家, 主辦人；[經] 承包商, 企業家",5,CEEC-108
entry,n.,進入,3,CEEC-108
envelope,n.,信封,1,CEEC-108
envious,adj.,妒嫉的,5,CEEC-108
environment,n.,環境；圍繞,2,CEEC-108
environmental,adj.,環境的,2,CEEC-108
envision,v.,"vt. 想像, 預想",5,CEEC-108
envy,n./v.,嫉妒；羨慕,3,CEEC-108
epidemic,adj./n.,"n. 傳染病, 流行病；a. 流行的, 傳染性的",5,CEEC-108
episode,n.,"n. 插曲, 插話, 有趣的事件, 一段情節；[醫] 插話, 插曲, 發作",5,CEEC-108
equal,adj./n./v.,相等的,2,CEEC-108
equality,n.,相等；平等；均等,4,CEEC-108
equalize,v.,"vt. 使相等, 補償；vi. 相等",6,CEEC-108
equate,v.,"vt. 使相等, 視為平等；vi. 等同",6,CEEC-108
equation,n.,"n. 相等, 等式, 平衡；[化] 方程式; 等式; 反應式; 公式",5,CEEC-108
equip,v.,"vt. 裝備, 配備；[機] 設備, 裝置",4,CEEC-108
equipment,n.,"n. 裝備, 設備, 才能；[化] 設備; 裝備; 裝置",4,CEEC-108
equity,n.,"n. 公平, 公正；[經] 權益, 產權",5,CEEC-108
equivalent,adj./n.,相同的,5,CEEC-108
era,n.,年代,4,CEEC-108
erase,v.,擦掉；抹去,3,CEEC-108
eraser,n.,擦除器(如橡皮擦),1,CEEC-108
erect,adj./v.,"a. 直立的, 豎立的, 筆直的；vt. 使豎立, 使直立, 樹立, 建立；vi. 勃起",5,CEEC-108
errand,n.,差事；任務,5,CEEC-108
error,n.,錯誤,1,CEEC-108
erupt,v.,vi. 爆發；vt. 噴出,5,CEEC-108
escalator,n.,電扶梯,5,CEEC-108
escape,n./v.,逃跑；逃避,2,CEEC-108
escort,n./v.,護衛(者),6,CEEC-108
especially,adv.,"adv. 尤其, 特別, 格外",2,CEEC-108
essay,n.,散文；論說文,2,CEEC-108
essence,n.,本質；精華,5,CEEC-108
essential,adj./n.,必要的；精華的,4,CEEC-108
establish,v.,"vt. 建立, 確立, 制定；vi. 移植生長",4,CEEC-108
establishment,n.,"n. 確立, 制定, 設施；[經] 企業, 公司, 商店",4,CEEC-108
estate,n.,"n. 不動產, (人生的)階段, 階層, 財產；[經] 房地產, 遺產, 財產",5,CEEC-108
esteem,n./v.,尊敬,6,CEEC-108
estimate,n./v.,估計；預計,4,CEEC-108
eternal,adj.,"a. 永恆的, 永遠的, 不滅的",5,CEEC-108
eternity,n.,"n. 永遠, 來世, 不朽",6,CEEC-108
ethic,n.,倫理,5,CEEC-108
ethical,adj.,"a. 倫理的, 民族的, 民族特有的；[醫] 倫理的, 道德的",5,CEEC-108
ethnic,adj./n.,種族的,4,CEEC-108
evacuate,v.,"v. 疏散, 撤出, 排洩",6,CEEC-108
evaluate,v.,評估,4,CEEC-108
evaluation,n.,估算,4,CEEC-108
eve,n.,前夕,2,CEEC-108
even,adj./adv./v.,(1) adv.甚至；連,1,CEEC-108
evening,n.,晚上,1,CEEC-108
event,n.,事件,2,CEEC-108
eventual,adj.,結果的,4,CEEC-108
ever,adv.,永遠,1,CEEC-108
evergreen,adj./n.,常青樹(的),6,CEEC-108
every,adj.,每個,1,CEEC-108
everybody,pron.,"pron. 每個人, 人人",1,CEEC-108
everyone,pron.,"pron. 每個人, 人人；[計] 系統中的一個組名",1,CEEC-108
everything,pron.,"pron. 每件事物, 所有事物",1,CEEC-108
evidence,n./v.,證據；物證,4,CEEC-108
evident,adj.,明顯的,4,CEEC-108
evil,adj./n.,邪惡的,2,CEEC-108
evoke,v.,喚起,6,CEEC-108
evolution,n.,演化(論),5,CEEC-108
evolve,v.,使逐漸發展,5,CEEC-108
exact,adj.,精確的,2,CEEC-108
exaggerate,v.,誇大,4,CEEC-108
exaggeration,n.,誇張,5,CEEC-108
exam,n.,"n. 考試, 測驗",2,CEEC-108
examination,n.,"n. 考試, 測驗, 審查；[醫] 檢查, 診察",2,CEEC-108
examine,v.,檢查；調查,2,CEEC-108
examinee,n.,應試者,6,CEEC-108
examiner,n.,主考人；審查員,6,CEEC-108
example,n.,例子；樣品,1,CEEC-108
exceed,v.,"vt. 超過, 超越, 勝過；vi. 超過其他",5,CEEC-108
excel,v.,擅長,6,CEEC-108
excellence,n.,傑出；優點,3,CEEC-108
excellent,adj.,傑出的；卓越的,1,CEEC-108
except,conj./prep.,除了…之外,1,CEEC-108
exception,n.,例外,4,CEEC-108
exceptional,adj.,例外的；特殊的,5,CEEC-108
excerpt,n./v.,"n. 摘錄；v. 引用, 摘錄",6,CEEC-108
excess,adj./n.,"n. 過度, 剩於, 超過, 超額；a. 過量的, 額外的",6,CEEC-108
excessive,adj.,"a. 過度的, 過多的, 極端的；[法] 過度的, 過分的, 額外的",5,CEEC-108
exchange,n./v.,交換；交易,3,CEEC-108
excite,v.,"vt. 刺激, 使興奮, 激勵",2,CEEC-108
excited,adj.,"a. 興奮的, 已勵磁的, 已激發的, 激昂的, 激動的",1,CEEC-108
excitement,n.,"n. 刺激, 興奮；[醫] 興奮, 激動",2,CEEC-108
exciting,adj.,"a. 令人興奮的, 刺激的；[電] 激磁",1,CEEC-108
exclaim,v.,驚叫,5,CEEC-108
exclude,v.,"vt. 除外, 排除, 排斥；[醫] 除外(診斷)",5,CEEC-108
exclusion,n.,"n. 排除, 除外, 逐出；[醫] 排除, 除外, 分離術",6,CEEC-108
exclusive,adj.,"a. 排外的, 獨佔的, 唯一的；[計] 獨佔的",5,CEEC-108
excuse,n./v.,藉口；原諒,2,CEEC-108
execute,v.,"vt. 執行, 實行, 完成, 處死, 製成；[計] 執行",5,CEEC-108
execution,n.,"n. 實行, 完成, 執行, 死刑；[計] 執行",5,CEEC-108
executive,adj./n.,執行的,5,CEEC-108
exempt,adj.,豁免(的)；被免除義務者,6,CEEC-108
exercise,n./v.,運動；鍛鍊,1,CEEC-108
exert,v.,"vt. 發揮, 運用, 施以影響；[法] 施加, 產生, 行使",6,CEEC-108
exhaust,n./v.,(2)v.汲乾；使精疲力盡,4,CEEC-108
exhibit,n./v.,展示,4,CEEC-108
exhibition,n.,展示會,3,CEEC-108
exile,n./v.,放逐,5,CEEC-108
exist,v.,存在；生存,2,CEEC-108
existence,n.,存在,2,CEEC-108
exit,n./v.,出口,2,CEEC-108
exotic,adj./n.,異國風情的,5,CEEC-108
expand,v.,展開；擴大,4,CEEC-108
expansion,n.,擴展；膨脹,4,CEEC-108
expect,v.,期望,1,CEEC-108
expectation,n.,期望,3,CEEC-108
expedition,n.,探險(隊),5,CEEC-108
expenditure,n.,"n. 開支, 費用, 用光, 消費額；[經] 支出, 費用, 消費",6,CEEC-108
expense,n.,"n. 費用, 代價, 開支, 損失；[經] 費用, 開支, 將支出轉為費用",2,CEEC-108
expensive,adj.,昂貴的,1,CEEC-108
experience,n./v.,經驗,1,CEEC-108
experiment,n./v.,實驗,3,CEEC-108
experimental,adj.,實驗性質的,4,CEEC-108
expert,adj./n.,熟練的；專家,2,CEEC-108
expertise,n.,專業知識,5,CEEC-108
expiration,n.,"n. 終止, 滿期, 呼出, 呼氣；[醫] 呼[氣], 斷氣, 死亡",6,CEEC-108
expire,v.,期滿,6,CEEC-108
explain,v.,解釋,1,CEEC-108
explanation,n.,解釋,4,CEEC-108
explicit,adj.,清楚的,5,CEEC-108
explode,v.,爆炸,3,CEEC-108
exploit,n./v.,"n. 功績, 勳績；vt. 開發, 利用, 開拓, 剝削",5,CEEC-108
exploration,n.,研究,5,CEEC-108
explore,v.,探索,3,CEEC-108
explosion,n.,爆炸；劇變,4,CEEC-108
explosive,adj./n.,爆炸性的,4,CEEC-108
export,n./v.,出口,3,CEEC-108
expose,v.,使暴露於,4,CEEC-108
exposure,n.,暴露；陳列,4,CEEC-108
express,adj./adv./n./v.,表達,2,CEEC-108
expression,n.,表情；表示,2,CEEC-108
expressive,adj.,"a. 表達的, 富於表情的",3,CEEC-108
extend,v.,延伸,4,CEEC-108
extension,n.,伸長；延期,5,CEEC-108
extensive,adj.,廣大的,5,CEEC-108
extent,n.,"n. 範圍, 程度, 區域；[計] 範圍",4,CEEC-108
exterior,adj./n.,外部的,5,CEEC-108
external,adj./n.,"n. 外部, 外面；a. 外部的, 客觀的, 表面的",5,CEEC-108
extinct,adj.,絕種的,5,CEEC-108
extra,adj./adv./n.,額外的,2,CEEC-108
extract,n./v.,拔出；摘錄,6,CEEC-108
extracurricular,adj.,課外的,6,CEEC-108
extraordinary,adj.,異常的,5,CEEC-108
extreme,adj./n.,盡頭的；極限,3,CEEC-108
eye,n.,眼睛,1,CEEC-108
eyebrow,n.,n. 眉毛；[醫] 眉,2,CEEC-108
eyelash,n.,n. 睫毛；[醫] 睫[毛],6,CEEC-108
eyelid,n.,"n. 眼皮, 眼瞼；[醫] 瞼",6,CEEC-108
eyesight,n.,視力,6,CEEC-108
fable,n.,寓言；虛構的故事,6,CEEC-108
fabric,n.,"n. 織物, 布, 結構, 構造, 建築物；[經] 組織, 建築物, 工廠",5,CEEC-108
fabulous,adj.,"a. 傳說的, 寓言般的, 難以置信的",5,CEEC-108
face,n./v.,面孔；面臨,1,CEEC-108
facial,adj.,面部的；表面的,4,CEEC-108
facilitate,v.,"vt. 使容易, 促進, 幫助；[法] 使容易, 使便利, 推進",5,CEEC-108
facility,n.,設備；能力,4,CEEC-108
fact,n.,事實,1,CEEC-108
faction,n.,"n. 小派系, 內訌；[法] 宗派, 派別, 小集團",6,CEEC-108
factor,n.,因素；代理人,2,CEEC-108
factory,n.,工廠,1,CEEC-108
faculty,n.,官能；技能,5,CEEC-108
fade,v.,凋謝；枯萎,3,CEEC-108
Fahrenheit,n.,a. 華氏溫度計的；n. 華氏溫度計,6,CEEC-108
fail,n./v.,失敗；不及格,1,CEEC-108
failure,n.,失敗,2,CEEC-108
faint,adj./n./v.,頭暈的；暈倒,3,CEEC-108
fair,adj./adv./n.,(1) adj./adv.公平的,2,CEEC-108
fairly,adv.,"adv. 美觀地, 公平地, 相當地, 清楚地",3,CEEC-108
fairy,adj./n.,仙女,3,CEEC-108
faith,n.,信念；諾言,3,CEEC-108
faithful,adj.,忠誠的,4,CEEC-108
fake,adj./n./v.,假的；偽造,3,CEEC-108
fall,n./v.,(1) v./n.落下,1,CEEC-108
false,adj.,"a. 錯誤的, 虛偽的, 假的, 不老實的；adv. 不準確地, 欺詐地",2,CEEC-108
falter,v.,"vt. 支吾地說；vi. 支吾, 蹣跚地走；n. 顫抖, 支吾, 躊躇",6,CEEC-108
fame,n.,聲譽,4,CEEC-108
familiar,adj.,熟悉的,3,CEEC-108
familiarity,n.,"n. 熟悉, 精通, 親密",6,CEEC-108
family,n.,家庭；家人,1,CEEC-108
famous,adj.,著名的,1,CEEC-108
fan,n./v.,扇子；煽動,1,CEEC-108
fancy,adj./n./v.,迷戀,3,CEEC-108
fantastic,adj.,想像中的,4,CEEC-108
fantasy,n.,空想；幻想,4,CEEC-108
far,adj./adv.,遙遠的,1,CEEC-108
fare,n.,車費；夥食,3,CEEC-108
farewell,n.,告別；告別詞,4,CEEC-108
farm,n./v.,農莊；農場,1,CEEC-108
farmer,n.,農人；農場經營者,1,CEEC-108
farther,adj./adv.,進一步地,3,CEEC-108
fascinate,v.,"vt. 令人入神, 使著迷；vi. 入迷",5,CEEC-108
fascination,n.,"n. 令人著迷的事物, 入迷, 魅力",6,CEEC-108
fashion,n./v.,時尚；風氣,2,CEEC-108
fashionable,adj.,"a. 時髦的, 上流社會的, 流行的",3,CEEC-108
fast,adj./adv.,快速的,1,CEEC-108
fasten,v.,繫緊；集中注意力,4,CEEC-108
fat,adj./n.,肥胖的,1,CEEC-108
fatal,adj.,致命的,4,CEEC-108
fate,n.,命運,2,CEEC-108
father,n.,父親,1,CEEC-108
fatigue,n./v.,"n. 疲乏, 疲勞；vt. 使疲勞, 使心智衰弱；vi. 疲勞；a. 疲勞的",5,CEEC-108
faucet,n.,"n. 龍頭, 開關, 旋塞",3,CEEC-108
fault,n./v.,缺點；錯誤,2,CEEC-108
favor,n./v.,贊同；偏袒,2,CEEC-108
favorable,adj.,贊同的；適合的,4,CEEC-108
favorite,adj./n.,特別喜愛的,2,CEEC-108
fax,n./v.,傳真；傳真機,4,CEEC-108
fear,n./v.,害怕,2,CEEC-108
fearful,adj.,"a. 可怕的, 恐怕的, 擔心的",3,CEEC-108
feasible,adj.,"a. 能實行的, 可行的, 適宜的；[法] 可行的, 可執行的, 可完成的",6,CEEC-108
feast,n./v.,"n. 宴會, 酒席, 享受, 節日；vt. 款待, 享樂, 請客；vi. 參加宴會, 盡情地吃, 享受",4,CEEC-108
feather,n.,羽毛；鳥類,3,CEEC-108
feature,n./v.,特徵,2,CEEC-108
federal,adj.,"a. 聯邦的, 聯合的, 同盟的；[法] 聯邦的, 聯邦制的, 聯盟的",5,CEEC-108
fee,n.,酬金；服務費,2,CEEC-108
feeble,adj.,"a. 微弱的, 衰弱的, 無效的；[醫] 無力的, 衰弱的",6,CEEC-108
feed,n./v.,餵食,1,CEEC-108
feedback,n.,"n. 反饋, 反應；[計] 反饋",4,CEEC-108
feel,n./v.,摸；感覺,1,CEEC-108
feeling,n.,"n. 摸, 觸覺, 知覺, 感覺, 情緒, 同情；a. 有同情心的, 有感覺的, 仁慈的, 動人的",2,CEEC-108
fellow,n.,同伴的；夥伴,2,CEEC-108
female,adj./n.,女的；雌性的,2,CEEC-108
feminine,adj./n.,"a. 女性的, 陰性的, 柔弱的；[醫] 女性的, 雌性的",6,CEEC-108
fence,n.,柵欄；防衛,3,CEEC-108
ferry,n./v.,擺渡；渡輸,4,CEEC-108
fertile,adj.,多產的；富饒的,4,CEEC-108
fertility,n.,"n. 肥沃, 豐饒, 生產力；[醫] 生育力",6,CEEC-108
fertilizer,n.,肥料；促進發展者,6,CEEC-108
festival,n.,節日；歡樂,1,CEEC-108
fetch,n./v.,"n. 取得, 拿, 詭計, 魂；vt. 接來, 取來, 售得, 帶來, 推出, 引出, 殺死, 吸引, 到達；vi. 取物, 前進；[計] 取",4,CEEC-108
fever,n.,發燒；狂熱,2,CEEC-108
few,adj./pron.,少數,1,CEEC-108
fiance,n.,n. 未婚夫,6,CEEC-108
fiancé,n.,未婚夫,6,CEEC-108
fiber,n.,"n. 纖維, 構造, 纖維製品；[化] 纖維",5,CEEC-108
fiction,n.,小說；虛構的事,4,CEEC-108
field,n.,原野；欄位,2,CEEC-108
fierce,adj.,兇猛的；猛烈的,4,CEEC-108
fight,n./v.,打鬥；爭吵,1,CEEC-108
fighter,n.,鬥士；戰鬥機,3,CEEC-108
figure,n./v.,"n. 數字, 價格, 圖形, 形狀；vt. 描繪, 表示, 演算, 認為；vi. 計算, 出現, 估計",2,CEEC-108
file,n./v.,"n. 檔案, 公文箱, 文件夾, 文件, 卷宗, 銼刀；vi. 列隊行進, 用銼刀做；vt. 歸檔, 申請, 銼, 琢磨；[計] 文件",1,CEEC-108
fill,n./v.,"vt. 裝滿, 填充, 瀰漫, 供給, 滿足, 供應；vi. 充滿, 變得沉重；n. 滿足, 裝滿, 充分, 填方；vt. 填充；vi. 填充；[計] 填充",1,CEEC-108
film,n.,軟片；電影,1,CEEC-108
filter,n./v.,"n. 濾波器, 過濾器, 濾光器, 過濾嘴, 去塵器；vt. 過濾, 滲透, 走漏；vi. 濾過, 滲入；[計] 過濾器, 篩選",5,CEEC-108
fin,n.,"n. 鰭, 魚翅, 鰭狀物, 五元紙幣；vi. 猛揮鰭；vt. 裝上翅, 切除鰭",6,CEEC-108
final,adj./n.,最後的,2,CEEC-108
finally,adv.,"adv. 最後, 終於",1,CEEC-108
finance,n./v.,財政,4,CEEC-108
financial,adj.,財政的；金融的,4,CEEC-108
find,n./v.,尋找；得到,1,CEEC-108
fine,adj./adv./n./v.,"n. 罰款, 罰金, 晴天, 精細；a. 好的, 晴朗的, 健康的, 細小的, 精細的；vt. 罰款, 精煉, 澄清；vi. 變清, 變細；adv. 很好；[計] 精細",1,CEEC-108
finger,n./v.,手指；指出,1,CEEC-108
finish,n./v.,結束；完成,1,CEEC-108
finite,adj.,"a. 有限的, 有窮的, 限定的；n. 有限物",6,CEEC-108
fire,n./v.,(1)n./v.火；開火,1,CEEC-108
firecracker,n.,"n. 爆竹, 鞭炮；[化] 爆竹; 鞭炮",6,CEEC-108
fireman,n.,"n. 救火隊員, 消防隊員；[機] 司爐",2,CEEC-108
fireplace,n.,n. 壁爐,4,CEEC-108
fireproof,adj.,"a. 耐火的, 防火的；vi. 變成有耐火性",6,CEEC-108
firewoman,n.,女消隊防員; 女消防員,2,CEEC-108
firework,n.,"n. 煙火具, 煙火, 煙火信號彈, 焰火, 激情的表現",3,CEEC-108
firm,adj./adv./n./v.,adj/adv./v.堅決的；使穩固,2,CEEC-108
first,adj./adv./n.,/n adv.第一的,1,CEEC-108
fiscal,adj.,"a. 財政的, 國庫的；[經] 財政上的, 會計的, 國庫的",5,CEEC-108
fish,n./v.,魚類；釣魚,1,CEEC-108
fisherman,n.,漁民；漁夫,2,CEEC-108
fishery,n.,"n. 漁業；[法] 捕魚, 捕魚權",6,CEEC-108
fist,n./v.,拳頭；支配,3,CEEC-108
fit,adj./adv./n./v.,adj/n/v.適合的,2,CEEC-108
fix,n./v.,修理；校準,2,CEEC-108
flag,n.,旗子,2,CEEC-108
flake,n./v.,"n. 小薄片, 扁薄的一層, 火星, 曬魚架子；vt. 使成薄片；vi. 剝落",6,CEEC-108
flame,n./v.,火焰；燃燒,3,CEEC-108
flash,n./v.,/v閃爍；燈光,3,CEEC-108
flashlight,n.,"n. 手電筒, 閃光信號燈",3,CEEC-108
flat,adj./adv./n.,adj/adv.平坦的,2,CEEC-108
flatter,v.,諂媚；奉承,4,CEEC-108
flavor,n./v.,味道；調味料,3,CEEC-108
flaw,n./v.,"n. 缺點, 裂紋, 瑕疵, 一陣狂風；[化] 劃痕; 裂縫; 裂紋",6,CEEC-108
flea,n.,n. 跳蚤；[醫] 蚤,4,CEEC-108
flee,v.,逃走；逃離,4,CEEC-108
fleet,n.,"n. 艦隊, 港灣, 小河；a. 快速的, 敏捷的, 淺的, 短暫的；adv. 淺；vi. 疾馳, 飛逝, 掠過；vt. 消磨, 變換船(或船員)的位置",5,CEEC-108
flesh,n.,肉體,3,CEEC-108
flexibility,n.,"n. 彈性, 適應性；[計] 靈活性; 適應性",5,CEEC-108
flexible,adj.,有彈性的,4,CEEC-108
flight,n.,"n. 飛行, 射程, 逃走, 飛躍, 飛機航程, 班機, 遷徙, 飛逝；vi. 遷徙；vt. 射擊(飛禽), 為(箭)裝上羽毛, 使驚飛",2,CEEC-108
flip,n./v.,"vt. 擲, 彈, 輕擊, 空翻；vi. 用指輕彈, 抽打, 蹦跳；n. 拋, 彈, 筋鬥；a. 無禮的；[計] 翻轉",5,CEEC-108
float,n./v.,飄浮；搖擺,3,CEEC-108
flock,n./v.,群；聚集,3,CEEC-108
flood,n./v.,洪水；淹沒使氾濫,3,CEEC-108
floor,n./v.,地板,1,CEEC-108
flour,n.,麵粉,3,CEEC-108
flourish,n./v.,"vi. 繁榮, 茂盛, 活躍, 手舞足蹈；vt. 揮舞, 誇耀；n. 揮舞, 炫耀, 茂盛, 興旺, 華麗詞藻",6,CEEC-108
flow,n./v.,漲潮；流動,2,CEEC-108
flower,n./v.,花朵；開花,1,CEEC-108
flu,n.,"n. 流感, 流行性感冒",2,CEEC-108
fluency,n.,"n. 流暢, 雄辯, 善辯",5,CEEC-108
fluent,adj.,流暢的,4,CEEC-108
fluid,adj./n.,"n. 液體, 分泌液, 流體；a. 流動的, 可改變的",5,CEEC-108
flunk,n./v.,"n. 失敗, 不及格；vi. 失敗, 考試不及格, 放棄；vt. 使不及格",6,CEEC-108
flush,n./v.,"n. 流溢, 面紅, 旺盛, 發燒, 驚飛的鳥, 同花牌；a. 豐足的, 齊平的, 滿盈的, 泛濫的；adv. 齊平地, 直接地；vi. 臉發紅, 奔湧, 旺盛, 驚飛；vt. 淹沒, 衝洗, 使臉紅, 使激動, 使齊平, 使驚飛",4,CEEC-108
flute,n.,"n. 笛, 橫笛, 凹槽；vi. 吹笛子；vt. 用長笛奏, 刻凹槽於",3,CEEC-108
fly,n./v.,"n. 蒼蠅, 兩翼昆蟲, 飛行；vi. 飛, 飛翔, 飄揚, 逃走；vt. 飛, 飛越, 使飄揚, 逃出；a. 敏捷的",1,CEEC-108
foam,n./v.,泡沬,4,CEEC-108
focus,n./v.,焦點；集中,2,CEEC-108
foe,n.,"n. 仇敵, 反對者, 敵人, 對手",6,CEEC-108
fog,n./v.,霧氣；以霧籠罩,2,CEEC-108
foggy,adj.,多霧的,3,CEEC-108
fold,n./v.,摺疊；交疊,3,CEEC-108
folk,n.,(某一民族或社會階層中的)廣大成員,2,CEEC-108
folklore,n.,"n. 民俗學, 民間風俗, 民間傳說",6,CEEC-108
follow,v.,跟隨,1,CEEC-108
follower,n.,追隨者；擁護者,3,CEEC-108
following,adj./n./prep.,接著的,2,CEEC-108
fond,adj.,喜歡的；愛好的,3,CEEC-108
food,n.,食物,1,CEEC-108
fool,n./v.,(1) n.傻瓜,1,CEEC-108
foolish,adj.,愚蠢的,2,CEEC-108
foot,n./v.,腳；足,1,CEEC-108
football,n.,"n. 足球, 橄欖球",2,CEEC-108
for,conj./prep.,"prep. 為, 因為, 至於；conj. 因為；[計] DOS批處理命令:對一組參數重複執行指定的命令",1,CEEC-108
forbid,v.,禁止；阻止,4,CEEC-108
force,n./v.,強迫；力量,2,CEEC-108
forecast,n./v.,預測；預言,4,CEEC-108
foreign,adj.,外國的；陌生的,1,CEEC-108
foreigner,n.,外國人,1,CEEC-108
forest,n.,森林,2,CEEC-108
forever,adv.,永遠,3,CEEC-108
forge,v.,打(鐵等),5,CEEC-108
forget,v.,忘記,1,CEEC-108
forgive,v.,原諒,2,CEEC-108
fork,n.,叉子；分岔,1,CEEC-108
form,n./v.,形狀；構成,2,CEEC-108
formal,adj.,正式的,2,CEEC-108
format,n./v.,"n. 開本, 版式, 形式, 格式；vt. 格式化；[計] 格式; DOS外部命令:對磁碟進行格式化",5,CEEC-108
formation,n.,形成；組成,4,CEEC-108
former,adj.,先前的；從前的,2,CEEC-108
formidable,adj.,"a. 巨大的, 優秀的, 可怕的, 艱難的",6,CEEC-108
formula,n.,配方；客套話；準則,4,CEEC-108
formulate,v.,"vt. 用公式表示, 明確敘述, 制訂；[機] 公式化, 公式表示",6,CEEC-108
forsake,v.,"vt. 放棄, 斷念, 拋棄；[法] 遺棄, 拋棄, 摒絕",6,CEEC-108
fort,n.,堡壘,4,CEEC-108
forth,adv.,向前,2,CEEC-108
forthcoming,adj.,a. 即將來臨的；n. 來臨,6,CEEC-108
fortify,v.,"vt. 設要塞於, 加強, 使堅強, 增加；vi. 築防禦工事",6,CEEC-108
fortunate,adj.,幸運的,4,CEEC-108
fortune,n.,財產；好運,3,CEEC-108
forum,n.,"n. 論壇, 公開討論的廣場, 法庭, 討論會；[法] 討論會, 專題討論, 公共論壇",5,CEEC-108
forward,adj./adv./n./v.,向前；今後,2,CEEC-108
forwards,adv.,adv. 向前；今後,2,CEEC-108
fossil,adj./n.,"n. 化石, 古物；a. 化石的, 陳腐的, 守舊的",4,CEEC-108
foster,adj./v.,"a. 收養的, 養育的；vt. 養育, 撫育, 培養, 鼓勵, 抱(希望)",5,CEEC-108
foul,adj./adv./n./v.,"a. 汙穢的, 邪惡的, 惡臭的, 骯髒的, 惡劣的, 淤塞的；vt. 弄髒, 妨害, 汙衊, 犯規, 淤塞；vi. 腐爛, 犯規, 纏結；adv. 違反規則地, 不正當地；n. 犯規, 纏繞",5,CEEC-108
found,v.,創立,2,CEEC-108
foundation,n.,建立；基金會,4,CEEC-108
founder,n.,創立者；締造者,4,CEEC-108
fountain,n.,噴泉；噴水池,3,CEEC-108
fowl,n.,"n. 鳥, 飛禽, 家禽；vi. 打鳥",6,CEEC-108
fox,n.,狐狸,2,CEEC-108
fraction,n.,"n. 小部分, 破片, 分數；[醫] 部分, 成分, 分散",5,CEEC-108
fracture,n./v.,"n. 破碎, 骨折；v. (使)破碎, (使)破裂",6,CEEC-108
fragile,adj.,"a. 易碎的, 脆的；[醫] 脆弱的, 脆的",4,CEEC-108
fragment,n./v.,碎片；未完成的部分,5,CEEC-108
fragrance,n.,芬芳,6,CEEC-108
fragrant,adj.,"a. 芬香的, 馥鬱的, 愉快的",6,CEEC-108
frame,n./v.,架構,4,CEEC-108
framework,n.,"n. 結構, 骨架, 參照標準, 準則, 觀點；[醫] 構架組織",5,CEEC-108
franchise,n.,"n. 公民權, 特權, 特許經營權, 免賠額；vt. 給以特權, 給以...公民權",5,CEEC-108
frank,adj.,坦白的,3,CEEC-108
frantic,adj.,"a. 狂亂的, 瘋狂的",6,CEEC-108
fraud,n.,"n. 欺騙, 欺詐, 詭計, 騙子；[經] 欺詐, 舞弊, 騙子",5,CEEC-108
freak,n./v.,"n. 畸形人, 畸形物, 不正常的事物, 反覆無常；a. 奇異的, 反常的",6,CEEC-108
free,adj./adv./v.,自由的,1,CEEC-108
freedom,n.,自由；獨立自主,2,CEEC-108
freeway,n.,高速公路,6,CEEC-108
freeze,n./v.,冰凍,3,CEEC-108
freezer,n.,冰箱,3,CEEC-108
freight,n./v.,"n. 船貨, 運費, 貨運；vt. 裝貨, 使充滿, 以貨運運送, 租(或出租)(船等)",5,CEEC-108
frequency,n.,頻率；頻緊,4,CEEC-108
frequent,adj./v.,頻繁的,3,CEEC-108
fresh,adj.,新鮮的,1,CEEC-108
freshman,n.,新鮮人,4,CEEC-108
friction,n.,"n. 摩擦, 摩擦治療, 不和；[醫] 摩擦",6,CEEC-108
fridge,n.,n. 電冰箱,2,CEEC-108
friend,n.,朋友,1,CEEC-108
friendly,adj.,友善的,1,CEEC-108
friendship,n.,友誼,2,CEEC-108
fries,n.,n. 炸薯條（French fries）,2,CEEC-108
